stationID
3103129
3103160
647
728
3103189
3103199
3103179
643
3103166
3103145
730
993103129
993103160
99728
993103189
993103199
993103166
993103145
99730
3103130
646
706
3103216
3103206
3103226
642
3103168
3103146
715
993103130
99706
993103216
993103206
993103226
993103168
993103146
99715
442
430
412
401
393
381
372
361
99442
99430
99412
99401
99393
99381
99372
4570
503
516
534
545
557
570
579
590
99503
99516
99534
99545
99557
99570
99579
4569
757
99757
971
766
916
985
905
99905
912
4912
464
99464
972
487
966
986
904
99904
910
4910
232
235
200
209
224
249
245
285
276
259
73
87
65
92
58
11
16
43
26
34
154
170
162
182
179
126
109
134
105
139
806
842
818
834
892
856
880
864
45
152
432
514
99432
99514
932
950
936
946
940
942
3103944
3103938
3103948
3103934
3103952
3103930
3103956
3103926
3103926
3103930
3103934
3103938
3103956
3103952
3103948
3103944
3103999
3103997
3103995
3103993
3104000
3103998
3103996
3103994
